price,price_liter,title,promotion,brand,container,volumen_unid,quantity_pack,image_url,supermarket,promotion_check,id,specials
1.49,2.98,cerveza alemana turbia de importación schneider weisse botella 50 cl.,No promotion,schneider weisse,botella,50 cl,1,https://www.alcampo.es/media/h22/h49/8897859223582.jpg,Alcampo,no,353,others
2.74,2.28,cervezas rubia cruzcampo especial pack 6 uds. x 20 cl.,No promotion,cruzcampo especial,No specified,20 cl,6,https://www.alcampo.es/media/hfe/h55/10365943480350.jpg,Alcampo,no,354,others
2.73,8.27,cerveza aroma cítricos elvis juice brewdog 33 cl.,No promotion,brewdog,No specified,33 cl,1,https://www.alcampo.es/media/hc1/hf8/10519504617502.jpg,Alcampo,no,355,others
1.69,3.38,cerveza alemana artesana greventeiner 50 cl.,No promotion,greventeiner,No specified,50 cl,1,https://www.alcampo.es/media/ha1/h37/10519346053150.jpg,Alcampo,no,356,artesana 
7.98,4.03,cervezas edición especial familia 1906 pack 6 x 33 cl. ,No promotion,estrella galicia 1906,No specified,33 cl,6,https://www.alcampo.es/media/h0a/hc4/10448415490078.jpg,Alcampo,no,357,others
1.2,3.63,cerveza sabor a ron cubanisto botella 33 cl. ,No promotion,cubanisto,botella,33 cl,1,https://www.alcampo.es/media/h30/h8c/9173967110174.jpg,Alcampo,no,358,others
3.99,4.03,cervezas estuche degustación arriaca pack 3 uds. x 33 cl,No promotion,arriaca,No specified,33 cl,3,https://www.alcampo.es/media/h53/h13/10358776496158.jpg,Alcampo,no,359,others
1.74,3.48,cerveza alemana negra schwaben botella 50 cl.,No promotion,schwaben,botella,50 cl,1,https://www.alcampo.es/media/h38/h7b/8930130231326.jpg,Alcampo,no,360,negra 
3.14,2.09,cervezas golden lager san miguel pack 6 uds. x 25 cl ,No promotion,san miguel,No specified,25 cl,6,https://www.alcampo.es/media/hd2/haa/9547823939614.jpg,Alcampo,no,361,others
1.79,5.42,cerveza tipo abadía belga maredsous blond botella 33 cl.,No promotion,maredsous,No specified,33 cl,1,https://www.alcampo.es/media/hfa/hc7/10519349887006.jpg,Alcampo,no,362,others
3.99,2.01,cerveza negra portuguesa super bock pack de 6 botellas de 33 centilitros,No promotion,super bock,botella,33 cl,6,https://www.alcampo.es/media/h17/hff/8890069745694.jpg,Alcampo,no,363,negra 
1.79,5.42,cerveza indian pale ale the one 33 cl.,No promotion,the one,No specified,33 cl,1,https://www.alcampo.es/media/h50/he8/9373521707038.jpg,Alcampo,no,364,others
